"ID","Brand","Product","Category","Image URL","Public Reference Price GBP inc VAT","Observed Availability","Observed Source","Source URL","Checked Date","Actual Trade Cost ex VAT GBP","Actual MCQ Sell Price inc VAT GBP","MCQ Sellable","Trade Cost Status","Notes"
"mkt-g4m-xone-k3","Allen & Heath","XONE:K3","dj","https://nightlife-electronics.com/cdn/shop/files/ALLEN_XONE_K3_3000x.jpg?v=1760997472","185","6_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://nightlife-electronics.com/products/allen-heath-xone-k3"
"mkt-g4m-traktor-z1-mk2","Native Instruments","Traktor Z1 MK2","dj","https://shop.scavino.it/files/scav_Files/Foto/2020766_2.PNG","190.25","1_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://shop.scavino.it/native-instruments-traktor-z1-mk2-ultracompatto-mixer-controller-per-software-traktor.1.23.579.gp.430462.uw"
"mkt-g4m-mixtrack-pro-fx","Numark","Mixtrack Pro FX","dj","https://www.belfieldmusic.com.au/cdn/shop/products/Numark-Mixtrack-Pro-FX-DJ-Controller-2_1200x.jpg?v=1774612866","192.25","12_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-traktor-x1-mk3","Native Instruments","Traktor X1 MK3","dj","https://media.musicarts.com/is/image/MMGS7/M05867000000001-04-2000x2000.jpg","225","1_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-mixtrack-platinum-fx","Numark","Mixtrack Platinum FX","dj","https://thedjhookup.com/cdn/shop/files/numark_mixtrackplatinumfx_ortho_hires.jpg?v=1775934686&width=3000","249","19_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-roland-dj202","Roland","DJ-202","dj","https://www.musicalesdoris.com/cdn/shop/files/ae812fa04266b46daf6a9dad7703a9ea-controlador-roland-pdj-para-serato-dj-202.jpg?v=1736611513","258","10_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-inpulse-500","Hercules","DJControl Inpulse 500","dj","https://static.bax-shop.es/image/product/640613/3068985/31d1f01b/16305678211591875964_IMG_1369015.jpg","260","4_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.bax-shop.be/nl/dj-controller/hercules-djcontrol-inpulse-500-dj-controller"
"mkt-g4m-ddj-rev1","Pioneer DJ","DDJ-REV1","dj","https://static.strumenti.net/product/1024x768/2022/01/14/32/pioneerdj-pioneerddjrev1-9.jpg","305","AVAILABLE_TO_ORDER_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-phase-essential","MWM","Phase Essential","dj","https://www.groovedjpoint.com/5230-thickbox_default/mwm-phase-essential-controller-wireless-per-giradischi-scratch-dj-serato-traktor.jpg","344.99","4_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.groovedjpoint.com/controller-dj/1352-mwm-phase-essential-controller-wireless-per-giradischi-scratch-dj-serato-traktor-303508673030.html"
"mkt-g4m-roland-dj505","Roland","DJ-505","dj","https://media.musicarts.com/is/image/MMGS7/DJ-505-DJ-Serato-DJ-Controller/K40920000000000-00-1600x1600.jpg","555","2_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-inpulse-t7","Hercules","DJControl Inpulse T7","dj","https://www.recordcase.de/media/7e/d3/62/1700595103/hercules-dj-control-inpulse-t7-top-view.jpg?ts=1700637548","566","7_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-mixstream-pro-go","Numark","Mixstream Pro Go","dj","https://www.djtechdirect.com/cdn/shop/files/Mixstream-Pro-Go-Left-Angle-Web_1200x.png?v=1683295317","698","3_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.djtechdirect.com/products/mixstreamprogo"
"mkt-g4m-prime-go-plus","Denon DJ","Prime GO+","dj","https://r2.gear4music.com/media/114/1142149/1200/preview.jpg","890","3_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.gear4music.ch/fr/Sono-DJ-and-eclairage/Denon-DJ-Prime-GOand-Portable-Portable-Standalone-DJ-System/6QJW"
"mkt-g4m-roland-dj707m","Roland","DJ-707M","dj","https://images.idjnow.com/media/catalog/product/cache/2bfb84ebd03c42826a667517c66aef1f/r/o/roland-dj-707m-4-channel-4-deck-serato-dj-pro-controller.jpg","961","6_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-ddj-rev5","Pioneer DJ","DDJ-REV5","dj","https://pioneer.hr/4259/ddj-rev5.jpg","1061","AVAILABLE_TO_ORDER_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-rane-one-mk2","RANE","ONE MK2","dj","https://westenddj.co.uk/cdn/shop/files/RANE-ONE-MKII-TOP-DOWN_1200x1200_crop_center.png?v=1756216934","1299","8_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/dj-equipment/dj-controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://westenddj.co.uk/products/rane-one-mkii-motorised-dj-controller"
"mkt-g4m-mackie-thump210","Mackie","Thump210","pa","https://www.markertek.com/productImage/alternate-1/hi-res/MCK-THUMP210.JPG","289","12_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-yamaha-dbr10","Yamaha","DBR10","pa","https://cdn.shoplightspeed.com/shops/641342/files/75558107/yamaha-yamaha-dbr10-10-2-way-powered-speaker.jpg","337","20_PLUS_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.janzenbrothers.com/yamaha-dbr10-10-powered-speaker.html"
"mkt-g4m-mackie-thump12-v4","Mackie","Thump 12 V4","pa","https://cf1.zzounds.com/media/productmedia/fit%2C2018by3200/quality%2C85/Thump12v4_3qtrR_US_940252-09505b788e528213283ea165a1cfe82f.jpg","375","20_PLUS_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.zzounds.com/item--MACTHUMP12V4"
"mkt-g4m-yamaha-dbr12","Yamaha","DBR12","pa","https://cdn.shoplightspeed.com/shops/667795/files/76143195/yamaha-yamaha-dbr12-1000w-12-inch-powered-speaker.jpg","399","18_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.roxymusic.com/yamaha-dbr12-1000w-12-inch-powered-speaker.html"
"mkt-g4m-ev-zlx8p-g2","Electro-Voice","ZLX-8P G2","pa","https://ninjasomfaststore.vtexassets.com/arquivos/ids/193261/Caixa-Ativa-8-polegadas-1000W-Com-DSP-ZLX-8P-G2---Electro-Voice-6.jpg?v=638550270672570000","419","2_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.ninjasom.com.br/caixa-ativa-8--1000w-com-dsp-zlx-8p-g2---electro-voice/p"
"mkt-g4m-yamaha-dxr8mkii","Yamaha","DXR8mkII","pa","https://cdn11.bigcommerce.com/s-h09y4glfh5/images/stencil/1280x1280/products/774/2795/dxr8mkii_qtr__41243.1589765088.png?c=2","436","16_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://beggsmusic.co.nz/yamaha-dxr8-mkii-powered-speaker-ea/"
"mkt-g4m-jbl-eon712","JBL","EON712","pa","https://musiccenter.pl/userdata/public/gfx/39931/jbl-eon712.jpg","467","17_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-rcf-art712-mk5","RCF","ART 712-A MK5","pa","https://r2.gear4music.com/media/129/1298265/1200/preview.jpg","484","12_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.gear4music.com/PA-DJ-and-Lighting/RCF-ART-712-A-MK5-Complete-PA-System-Bundle/7G1O"
"mkt-g4m-yamaha-dbr15","Yamaha","DBR15","pa","https://images.tcdn.com.br/img/editor/up/553565/dbr15_1200.jpg","495","20_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.atproaudio.com.br/caixas-de-som/monitores-de-palco/ativos-15/caixa-ativa-yamaha-dbr15"
"mkt-g4m-rcf-art910a","RCF","ART 910-A","pa","https://www.prozic.com/www2/media/A/R/ART-910-A-558479.jpeg","532","9_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.prozic.com/www2/info_promo_ART-910-A_enceintes-actives-rcf.html"
"mkt-g4m-ev-zlx15p-g2","Electro-Voice","ZLX-15P G2","pa","https://geartechs.com/cdn/shop/files/ev_zlx_15p_g2_left_hero.jpg?v=1709315997&width=1920","534","6_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://geartechs.com/products/electro-voice-zlx-15p-g2-15-inch-2-way-powered-loudspeaker"
"mkt-g4m-yamaha-dhr12m","Yamaha","DHR12M","pa","https://soundpro.com/cdn/shop/files/122972_Yamaha-DHR12M-12-Inch-Powered-Stage-Monitor_2.jpg?v=1768868669&width=1946","566","14_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/PA-Speakers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-qsc-cp8","QSC","CP8","pa","https://shop.theartsmusicstore.com/cdn/shop/products/0000_a3fd1962-b73f-4e17-8ae1-4e6f31aeebac_1024x1024.jpg?v=1571678656","481","11_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/QSC","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-qsc-cp12","QSC","CP12","pa","https://cdn.shopify.com/s/files/1/0422/3813/products/qsc-cp12-front_2000x.jpg?v=1635643634","596","10_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/QSC","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.soundseasy.com.au/products/qsc-cp12-12-inch-compact-powered-loudspeaker"
"mkt-g4m-qsc-k82","QSC","K8.2","pa","https://musicworldacademy.com/cdn/shop/files/QSC-K8_2-Active-Powered-Speaker-with-Axisymetric-with-8-Speaker-2000-Watts-QSC-Music-World-Academy_1200x1200.jpg?v=1684423370","692","5_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/QSC","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://musicworldacademy.com/products/k82_qsc-k8-2-active-powered-speaker-with-axisymetric-with-8-speaker-2000-watts"
"mkt-g4m-plx500-black","Pioneer DJ","PLX-500 Black","turntables","https://easymusiccenter.com/cdn/shop/products/PLX-500-K_2043x.jpg?v=1621507052","353","1_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/DJ-Turntables","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment."
"mkt-g4m-plx500-white","Pioneer DJ","PLX-500 White","turntables","https://media.guitarcenter.com/is/image/MMGS7/J44268000000000-00-2000x2000.jpg","367","2_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/DJ-Turntables","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.guitarcenter.com/Pioneer/PLX-500-Direct-Drive-Professional-Turntable-White-1500000025694.gc"
"mkt-g4m-sl1200mk7-silver","Technics","SL-1200MK7 Silver","turntables","https://www.turntablelab.com/cdn/shop/products/technics-sl-1200mk7-s-turntable-silver-3.jpg?v=1662065240","886","MORE_ON_THE_WAY_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/DJ-Turntables","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.turntablelab.com/products/technics-sl-1200mk7-s-turntable-silver"
"mkt-g4m-plx-crss12","Pioneer DJ","PLX-CRSS12","turntables","https://stevesmusic.com/cdn/shop/files/36323-3.jpg?v=1766618426&width=1792","1291","AVAILABLE_TO_ORDER_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/DJ-Turntables","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://stevesmusic.com/products/pioneerdj-plx-crss12-professional-direct-drive-turntable-with-dvs-control-black-36323"
"mkt-g4m-pt01-scratch","Numark","PT01 Scratch","turntables","https://www.numark.com/images/product_large/PT01Scratch_angle_3000x1875_web.jpg","130","AVAILABLE_TO_ORDER_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/DJ-Turntables","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.numark.com/product/pt01-scratch"
"mkt-g4m-chauvet-dfi-usb2","Chauvet DJ","D-Fi USB 2","lighting","https://media.sweetwater.com/m/products/image/f57d73b2659y9tPJ1wnRbAQemIiVJ4CIGv36yjgg.jpg?ha=f57d73b265aebf93a1c4686410a2b82ebe4f85b5&quality=82","39.65","19_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/Lighting-Controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.sweetwater.com/store/detail/DFIUSB2--chauvet-dj-d-fi-usb-2-wireless-dmx-transceiver"
"mkt-g4m-enttec-open-dmx-usb","Enttec","Open DMX USB","lighting","https://www.simplysoundandlighting.co.uk/cdn/shop/files/dc3c14ce-f098-4937-9de4-7c0910976afb.jpg?v=1745816635","67.2","20_PLUS_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/Lighting-Controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.simplysoundandlighting.co.uk/products/enttec-open-dmx-usb-interface-compact-usb-to-dmx-controller"
"mkt-g4m-chauvet-obey40","Chauvet DJ","Obey 40","lighting","https://cdn11.bigcommerce.com/s-kwym88rop/images/stencil/1280x1280/products/3795/7427/CH-OBEY40-1FRONT__09990.1626731343.jpg?c=1","109","8_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/Lighting-Controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://store.monkeywrenchpro.com/chauvet-dj-obey-40/"
"mkt-g4m-adj-dmx-operator384","ADJ","DMX Operator 384","lighting","https://www.adj.com/cdn/shop/files/38516e10c0bbb0d07c4d0c361a61815464166a4f_DMX384__IMG__001__c01202e2d781.jpg?v=1772215335&width=850","113.75","4_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/Lighting-Controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.adj.com/products/dmx-operator-384"
"mkt-g4m-chauvet-ils-command","Chauvet DJ","ILS Command","lighting","https://static.sonovente.com/img/library/zoom/89/optim/89740_5.jpg","229","10_IN_STOCK_AT_SCAN","Gear4music","https://www.gear4music.com/PA-DJ-and-Lighting/Lighting-Controllers","2026-09-20","","","NO","TRADE QUOTE REQUIRED","Public market observation only; not MCQ-held stock. MCQ must confirm trade supply, selling price, availability and fulfilment before payment. Image evidence: https://www.sonovente.com/chauvet-ils-command-p89740.html"
